,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
6518,49, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,38
6523,30, Some-college,10, Divorced, Unmarried, Female,0.0,37
6526,63, 10th,6, Married-civ-spouse, Husband, Male,0.0,45
6527,36, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,55
6529,22, HS-grad,9, Never-married, Not-in-family, Female,0.0,10
6531,31, 7th-8th,4, Widowed, Not-in-family, Female,0.0,35
6532,49, Some-college,10, Married-civ-spouse, Husband, Male,,50
6533,35, Masters,14, Never-married, Not-in-family,,13550.0,55
6535,25, Assoc-voc,11, Never-married, Not-in-family, Male,27828.0,40
6537,28, Bachelors,13, Married-civ-spouse, Husband, Male,,45
6539,33, HS-grad,9, Separated, Not-in-family, Male,,40
6540,21, Some-college,10, Never-married, Not-in-family, Male,2597.0,45
6541,55, 11th,7, Married-civ-spouse, Husband, Male,,40
6544,61, 9th,5, Never-married, Unmarried, Female,0.0,40
6547,48, Some-college,10, Widowed, Unmarried, Male,0.0,50
6550,29, HS-grad,9, Married-civ-spouse, Husband,,,45
6551,25, Some-college,10, Divorced, Own-child, Female,0.0,40
6555,34, 10th,6, Married-civ-spouse, Husband,,,45
6556,55, Doctorate,16, Married-civ-spouse, Husband, Male,15024.0,30
6561,26, Bachelors,13, Married-civ-spouse, Husband,,0.0,50
6563,49, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,52
6565,26, HS-grad,9, Never-married, Unmarried, Female,,30
6569,61, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,40
6571,26, Bachelors,13, Never-married, Own-child, Male,,40
6572,64, HS-grad,9, Never-married, Not-in-family, Female,,25
6574,41, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
6578,51, 11th,7, Separated, Not-in-family,,0.0,40
6579,34, Assoc-voc,11, Divorced, Unmarried, Female,0.0,40
6580,33,,14, Married-civ-spouse, Husband,,0.0,45
6581,23, Some-college,10, Separated, Not-in-family, Male,0.0,40
6583,41, 11th,7, Divorced, Unmarried,,,25
6584,39, Masters,14, Never-married, Not-in-family, Female,0.0,50
6585,41, Some-college,10, Married-civ-spouse, Husband, Male,,55
6587,22, HS-grad,9, Never-married, Other-relative,,0.0,40
6588,25, Some-college,10, Never-married, Other-relative,,0.0,45
6589,25,,10, Divorced, Own-child, Female,,40
6594,44, HS-grad,9, Never-married, Unmarried, Female,0.0,38
6596,28, Some-college,10, Never-married, Not-in-family, Male,0.0,50
6597,19, HS-grad,9, Never-married, Other-relative, Male,2597.0,40
6598,43, HS-grad,9, Married-civ-spouse, Husband,,4386.0,40
6599,39, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,40
6601,44, HS-grad,9, Married-spouse-absent, Not-in-family, Female,0.0,40
6602,62, 7th-8th,4, Widowed, Not-in-family, Female,,40
6603,40, Some-college,10, Married-civ-spouse, Husband,,0.0,50
6604,41, HS-grad,9, Never-married, Not-in-family, Male,0.0,6
6607,38, Masters,14, Married-civ-spouse, Husband, Male,0.0,45
6608,37, Masters,14, Married-civ-spouse, Husband, Male,,50
6609,45, Masters,14, Married-civ-spouse, Husband, Male,0.0,55
6612,19, HS-grad,9, Never-married, Not-in-family, Female,0.0,50
6613,23, 9th,5, Never-married, Other-relative, Male,0.0,39
6615,39, Masters,14, Never-married, Not-in-family, Female,0.0,45
6617,43, Some-college,10, Separated, Unmarried, Female,,10
6618,27, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,99
6620,26, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,30
6622,46, HS-grad,9, Married-civ-spouse, Husband, Male,,36
6623,38, Assoc-acdm,12, Divorced, Unmarried, Female,0.0,40
6624,90, 11th,7, Married-civ-spouse, Husband, Male,0.0,40
6626,20, HS-grad,9, Never-married, Unmarried, Female,0.0,15
6627,29, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
6628,49, 11th,7, Married-civ-spouse, Husband, Male,,75
6629,23, HS-grad,9, Never-married, Unmarried, Female,0.0,35
6630,20, Some-college,10, Married-spouse-absent, Own-child, Female,,18
6631,57, Bachelors,13, Married-civ-spouse, Husband, Male,4508.0,40
6632,46, Assoc-acdm,12, Divorced, Unmarried, Female,,40
6633,33, Bachelors,13, Married-civ-spouse, Husband,,,40
6634,24, Bachelors,13, Never-married, Not-in-family, Male,0.0,55
6635,49, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,45
6636,54, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,65
6641,19,,9, Never-married, Own-child, Male,0.0,40
6642,46, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,40
6643,43, Bachelors,13, Divorced, Not-in-family, Male,0.0,40
6644,58, HS-grad,9, Widowed, Unmarried, Male,0.0,40
6649,34, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,32
6650,28, Assoc-voc,11, Never-married, Own-child, Female,0.0,40
6653,39, HS-grad,9, Married-civ-spouse, Husband,,0.0,65
6654,49, 11th,7, Divorced, Unmarried, Female,0.0,35
6655,35, Some-college,10, Married-civ-spouse, Husband,,0.0,50
6656,31, Some-college,10, Divorced, Own-child, Female,0.0,20
6657,18, Some-college,10, Never-married, Own-child, Male,,30
6659,46, HS-grad,9, Married-civ-spouse, Husband,,5013.0,50
6666,58, 11th,7, Married-civ-spouse, Husband, Male,0.0,48
6667,36, Masters,14, Never-married, Not-in-family, Female,,40
6668,38, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,40
6669,31, Bachelors,13, Married-civ-spouse, Wife,,0.0,35
6670,19, 11th,7, Never-married, Not-in-family, Male,,40
6671,38, Assoc-voc,11, Divorced, Not-in-family, Female,0.0,36
6672,26, Assoc-voc,11, Never-married, Own-child, Female,0.0,60
6673,38, Assoc-acdm,12, Divorced, Not-in-family, Female,0.0,16
6674,36, Some-college,10, Married-civ-spouse, Husband, Male,0.0,45
6675,40, HS-grad,9, Married-civ-spouse, Husband,,,45
6678,33, HS-grad,9, Never-married, Not-in-family, Male,,45
6682,33, Assoc-voc,11, Divorced, Not-in-family, Male,0.0,40
6683,25, 10th,6, Married-civ-spouse, Husband,,0.0,45
6685,19, Some-college,10, Never-married, Own-child, Male,,25
6691,28, HS-grad,9, Never-married, Unmarried, Male,0.0,40
6693,42, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,90
6694,36, HS-grad,9, Separated, Not-in-family, Female,0.0,36
6695,35, HS-grad,9, Married-civ-spouse, Wife, Female,,38
6696,22, Some-college,10, Never-married, Own-child, Female,0.0,25
6698,36, Bachelors,13, Married-civ-spouse, Husband, Male,,45
6699,55, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,65
6700,57, Masters,14, Married-civ-spouse, Husband, Male,0.0,40
6701,56, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,36
6702,24, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
6705,34, HS-grad,9, Divorced, Own-child, Male,0.0,44
6706,36, Assoc-acdm,12, Divorced, Unmarried, Female,,42
6709,42,,9, Divorced, Not-in-family, Female,,50
6711,22, HS-grad,9, Never-married, Other-relative, Male,0.0,50
6713,48, Bachelors,13, Divorced, Unmarried, Male,,40
6714,61, Bachelors,13, Married-civ-spouse, Husband,,,50
6715,40, 12th,8, Married-civ-spouse, Husband, Male,0.0,40
6717,52, HS-grad,9, Married-spouse-absent, Other-relative, Male,0.0,20
6719,27, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
6721,63, 9th,5, Married-civ-spouse, Husband, Male,,16
6725,41, HS-grad,9, Divorced, Not-in-family, Male,,40
6726,28, Bachelors,13, Never-married, Not-in-family, Female,,40
6727,31, Prof-school,15, Divorced, Not-in-family, Male,14084.0,50
6728,32, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,55
6729,30,,9, Never-married, Unmarried, Male,0.0,72
6732,31, HS-grad,9, Never-married, Other-relative, Female,0.0,35
6736,22, Some-college,10, Never-married, Own-child,,0.0,25
6738,36, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,35
6739,39, Masters,14, Never-married, Not-in-family, Male,0.0,40
6741,31, HS-grad,9, Divorced, Own-child, Male,,40
6742,21,,10, Never-married, Not-in-family, Female,0.0,25
6745,21, Some-college,10, Never-married, Own-child,,0.0,15
6747,21, Some-college,10, Never-married, Own-child,,0.0,24
6748,81, Some-college,10, Married-civ-spouse, Husband, Male,,15
6750,34, Bachelors,13, Married-civ-spouse, Husband,,0.0,65
6752,41, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,45
6754,63, HS-grad,9, Married-civ-spouse, Husband,,2580.0,20
6756,20, HS-grad,9, Married-civ-spouse, Wife, Female,,40
6760,41, 7th-8th,4, Divorced, Not-in-family, Male,0.0,40
6762,63, HS-grad,9, Married-civ-spouse, Wife,,3471.0,40
6763,44, Masters,14, Married-civ-spouse, Husband, Male,0.0,45
6764,37, HS-grad,9, Married-civ-spouse, Husband, Male,,46
6765,28, Some-college,10, Married-civ-spouse, Husband, Male,0.0,50
6768,22, Some-college,10, Never-married, Own-child, Male,0.0,10
6770,30, Some-college,10, Divorced, Own-child,,0.0,55
6772,28, Bachelors,13, Never-married, Not-in-family, Female,0.0,45
6773,54, 11th,7, Divorced, Unmarried, Female,0.0,10
6774,20, HS-grad,9, Never-married, Own-child, Male,0.0,35
6775,34, HS-grad,9, Married-civ-spouse, Husband,,,40
6778,51,,10, Divorced, Unmarried, Female,,40
6779,39, HS-grad,9, Divorced, Not-in-family, Female,0.0,70
6780,19, Some-college,10, Never-married, Other-relative, Female,0.0,38
6783,18, 11th,7, Never-married, Own-child,,,13
6784,22, HS-grad,9, Never-married, Not-in-family,,0.0,20
6786,39,,12, Never-married, Not-in-family, Male,0.0,40
6788,28, 11th,7, Separated, Unmarried, Female,0.0,40
6789,22, Bachelors,13, Never-married, Own-child, Female,0.0,7
6790,67, Masters,14, Never-married, Not-in-family, Female,0.0,40
6791,17, 11th,7, Never-married, Own-child, Female,0.0,25
6793,23,,13, Never-married, Not-in-family,,0.0,5
6794,20, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,40
6795,22, HS-grad,9, Never-married, Unmarried, Female,0.0,40
6797,49, Some-college,10, Married-civ-spouse, Wife, Female,0.0,40
6805,35, Some-college,10, Married-civ-spouse, Husband, Male,,35
6806,18,,10, Never-married, Own-child, Female,0.0,15
6809,40, Some-college,10, Divorced, Other-relative, Female,0.0,55
6810,55, HS-grad,9, Widowed, Not-in-family, Female,0.0,40
6811,44, HS-grad,9, Divorced, Not-in-family, Male,,40
6812,40, Bachelors,13, Never-married, Own-child, Female,0.0,60
6813,22, HS-grad,9, Divorced, Own-child, Male,,40
6814,55, Some-college,10, Married-civ-spouse, Wife, Female,0.0,40
6815,45, HS-grad,9, Separated, Not-in-family,,0.0,26
6821,44, Some-college,10, Divorced, Not-in-family, Male,0.0,50
6825,32, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
6826,68, 11th,7, Divorced, Not-in-family, Male,0.0,70
6828,33, Some-college,10, Divorced, Not-in-family,,,40
6829,24, 9th,5, Never-married, Own-child, Male,0.0,12
6830,48,,9, Married-civ-spouse, Husband, Male,0.0,45
6831,45, Masters,14, Divorced, Unmarried, Female,0.0,50
6832,48, Some-college,10, Widowed, Not-in-family, Female,0.0,40
6833,28, Masters,14, Married-civ-spouse, Husband, Male,0.0,45
6836,23,,10, Never-married, Own-child, Male,0.0,30
6838,36, Some-college,10, Separated, Other-relative, Female,,40
6839,25, Bachelors,13, Married-civ-spouse, Wife,,,40
6840,52, HS-grad,9, Never-married, Unmarried,,0.0,40
6842,41, HS-grad,9, Married-civ-spouse, Husband,,0.0,40
6843,45, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,42
6845,58, Assoc-voc,11, Widowed, Not-in-family, Female,0.0,40
6847,48, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,8
6848,63, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
6851,36, HS-grad,9, Divorced, Own-child,,0.0,60
6852,32, HS-grad,9, Married-civ-spouse, Own-child, Male,0.0,72
6853,36, Some-college,10, Never-married, Not-in-family, Male,0.0,40
6854,43,,10, Never-married, Not-in-family, Female,0.0,50
6855,27, HS-grad,9, Never-married, Not-in-family,,0.0,40
6856,17, 11th,7, Never-married, Own-child,,0.0,12
6857,45, Bachelors,13, Divorced, Not-in-family, Female,,46
6863,26, Some-college,10, Never-married, Own-child, Female,0.0,24
6864,54, Preschool,1, Married-civ-spouse, Husband, Male,,60
6865,22, Some-college,10, Divorced, Own-child, Female,,48
6866,19, HS-grad,9, Never-married, Own-child, Male,0.0,35
6867,47, 7th-8th,4, Divorced, Other-relative, Male,0.0,40
6868,32, HS-grad,9, Married-spouse-absent, Unmarried, Female,0.0,20
6869,46, Bachelors,13, Married-civ-spouse, Husband, Male,,60
6870,30, Bachelors,13, Never-married, Not-in-family,,,40
6871,35, Masters,14, Never-married, Not-in-family, Male,,40
6872,52, Assoc-voc,11, Married-civ-spouse, Husband, Male,5013.0,40
6874,17, 10th,6, Never-married, Own-child, Male,,10
6875,32, Bachelors,13, Separated, Unmarried, Female,0.0,32
6878,26, HS-grad,9, Never-married, Unmarried, Female,,40
6880,49, Assoc-acdm,12, Married-civ-spouse, Husband,,15024.0,60
6882,35, HS-grad,9, Separated, Unmarried, Female,,32
6883,57, 11th,7, Married-civ-spouse, Husband,,0.0,52
6884,35, Assoc-voc,11, Married-spouse-absent, Unmarried,,0.0,44
6886,56, 7th-8th,4, Divorced, Unmarried, Male,0.0,40
6887,42, Bachelors,13, Never-married, Own-child, Male,0.0,60
6888,17, Some-college,10, Never-married, Own-child, Male,,20
6889,49, HS-grad,9, Divorced, Not-in-family,,0.0,35
6890,39, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,45
6893,22, 12th,8, Never-married, Not-in-family, Male,0.0,35
6895,21, Some-college,10, Never-married, Own-child,,,25
6897,44, Bachelors,13, Married-civ-spouse, Husband, Male,3103.0,40
6899,26, 11th,7, Never-married, Not-in-family, Male,0.0,40
6901,39, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,70
6902,34, HS-grad,9, Never-married, Unmarried, Female,0.0,32
6904,36, HS-grad,9, Married-civ-spouse, Husband, Male,,50
6905,60, HS-grad,9, Married-civ-spouse, Husband, Male,5013.0,40
6908,35, Some-college,10, Never-married, Own-child, Female,0.0,40
6910,30, Bachelors,13, Married-civ-spouse, Husband, Male,,70
6912,31, HS-grad,9, Married-civ-spouse, Husband, Male,,60
6916,38, Bachelors,13, Never-married, Unmarried, Female,,40
6917,24, Bachelors,13, Never-married, Own-child, Female,0.0,30
6918,24, Some-college,10, Never-married, Not-in-family, Female,0.0,50
6919,27, Bachelors,13, Never-married, Not-in-family, Female,0.0,48
6922,41, HS-grad,9, Separated, Not-in-family, Male,0.0,40
6923,30, Some-college,10, Married-civ-spouse, Wife, Female,0.0,45
6925,45, Prof-school,15, Never-married, Not-in-family, Male,,40
6926,45, Bachelors,13, Never-married, Own-child, Male,0.0,40
6927,55, Some-college,10, Divorced, Not-in-family, Female,0.0,38
6931,35, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,35
6934,56, Bachelors,13, Married-civ-spouse, Husband, Male,,50
6936,25, Bachelors,13, Never-married, Not-in-family, Male,0.0,60
6937,33, 10th,6, Married-civ-spouse, Husband, Male,,40
6938,44, HS-grad,9, Never-married, Not-in-family, Female,,40
6943,63, Bachelors,13, Divorced, Not-in-family, Female,0.0,40
6944,44, HS-grad,9, Married-civ-spouse, Wife,,0.0,30
6946,26, Some-college,10, Married-civ-spouse, Husband, Male,0.0,42
6949,33, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
6951,26, Assoc-voc,11, Never-married, Own-child, Female,,35
6953,24,,9, Never-married, Unmarried, Female,0.0,35
6955,27, Some-college,10, Never-married, Not-in-family, Female,0.0,30
6956,46, Some-college,10, Married-civ-spouse, Husband,,0.0,40
6958,47, HS-grad,9, Divorced, Unmarried, Male,0.0,40
6959,69, HS-grad,9, Widowed, Unmarried, Male,,40
6960,32, HS-grad,9, Married-civ-spouse, Husband, Male,7298.0,40
6964,29, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,60
6965,32, Prof-school,15, Married-civ-spouse, Husband, Male,3908.0,40
6966,27, 10th,6, Divorced, Not-in-family,,0.0,75
6967,60, 7th-8th,4, Divorced, Not-in-family, Female,0.0,35
6974,56, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
6976,25, Assoc-acdm,12, Never-married, Not-in-family, Female,,45
6979,63, Some-college,10, Married-civ-spouse, Husband, Male,10566.0,45
6981,64, Some-college,10, Married-civ-spouse, Husband, Male,0.0,40
6982,44, Bachelors,13, Never-married, Not-in-family, Male,,40
6983,26, HS-grad,9, Never-married, Other-relative, Male,0.0,60
6984,36, 10th,6, Divorced, Not-in-family, Female,0.0,40
6986,37, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,40
6987,37, 10th,6, Never-married, Not-in-family, Male,0.0,65
6988,63, Bachelors,13, Married-civ-spouse, Wife,,7688.0,36
6992,31, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,45
6998,18, 11th,7, Never-married, Own-child, Male,1055.0,20
7000,29, Doctorate,16, Married-civ-spouse, Husband, Male,0.0,50
7003,32,,10, Divorced, Unmarried,,,45
7006,56, HS-grad,9, Married-civ-spouse, Husband, Male,3103.0,40
7007,22, Some-college,10, Married-spouse-absent, Own-child, Female,,39
7008,49, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,48
7009,40, HS-grad,9, Married-civ-spouse, Wife,,0.0,12
7010,37, HS-grad,9, Separated, Own-child, Male,0.0,40
7012,28, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,60
7015,49, 9th,5, Married-civ-spouse, Husband, Male,,45
7016,41, Some-college,10, Never-married, Own-child, Male,0.0,40
7017,28, Bachelors,13, Never-married, Not-in-family, Male,0.0,21
7018,38, Some-college,10, Married-civ-spouse, Husband, Male,,55
7023,50, Prof-school,15, Married-civ-spouse, Husband, Male,,36
7026,38, HS-grad,9, Divorced, Unmarried, Female,,40
7028,47, Some-college,10, Divorced, Unmarried,,0.0,40
7029,52, Some-college,10, Married-civ-spouse, Husband, Male,,60
7030,24, Bachelors,13, Never-married, Not-in-family, Male,0.0,45
7032,27, 7th-8th,4, Divorced, Unmarried,,0.0,40
7034,58, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,40
7035,51, Bachelors,13, Never-married, Not-in-family, Female,0.0,43
7036,49,,10, Divorced, Unmarried,,0.0,55
7037,23, Some-college,10, Never-married, Own-child, Male,0.0,20
7038,19, Assoc-voc,11, Never-married, Own-child, Female,0.0,40
7039,21, HS-grad,9, Never-married, Not-in-family, Male,0.0,53
7040,56, 11th,7, Divorced, Not-in-family, Female,0.0,40
7041,35, 12th,8, Married-civ-spouse, Husband,,,40
7043,41, Doctorate,16, Divorced, Unmarried, Female,0.0,50
7045,35, Doctorate,16, Married-civ-spouse, Wife, Female,,20
7046,47,,10, Married-civ-spouse, Husband, Male,,40
7048,55, 11th,7, Married-civ-spouse, Husband,,,32
7050,31, 10th,6, Never-married, Unmarried, Female,0.0,40
7051,30, Masters,14, Married-civ-spouse, Husband, Male,4386.0,40
7052,24, Bachelors,13, Never-married, Own-child, Male,0.0,48
7055,50, HS-grad,9, Divorced, Unmarried, Female,0.0,35
7056,38, Bachelors,13, Never-married, Not-in-family, Male,0.0,40
7059,45, HS-grad,9, Widowed, Other-relative, Female,0.0,50
7061,19, HS-grad,9, Never-married, Own-child, Female,0.0,30
7063,38, HS-grad,9, Divorced, Unmarried, Female,0.0,40
7068,22, HS-grad,9, Married-civ-spouse, Husband, Male,,40
7069,46, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
7070,30, Preschool,1, Never-married, Not-in-family, Male,0.0,40
7071,56, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,45
7073,56, HS-grad,9, Married-civ-spouse, Husband,,0.0,44
7080,18, 11th,7, Never-married, Own-child,,0.0,20
7081,46, 10th,6, Never-married, Not-in-family, Female,0.0,25
7082,31, Bachelors,13, Never-married, Not-in-family,,0.0,65
7086,19, HS-grad,9, Never-married, Own-child, Male,0.0,20
7087,45, Masters,14, Divorced, Not-in-family,,0.0,40
7089,53, 9th,5, Married-civ-spouse, Husband, Male,,40
7091,45, Some-college,10, Divorced, Unmarried, Female,0.0,40
7092,21, 10th,6, Never-married, Not-in-family, Female,,39
7093,37, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,40
7096,46, Bachelors,13, Divorced, Not-in-family, Male,0.0,40
7098,32, Some-college,10, Never-married, Not-in-family, Female,0.0,20
7099,30, Prof-school,15, Married-civ-spouse, Husband, Male,0.0,50
7101,37, HS-grad,9, Divorced, Not-in-family, Female,0.0,56
7105,46, Masters,14, Divorced, Unmarried, Female,6497.0,50
7107,33, Masters,14, Never-married, Not-in-family, Female,0.0,40
7108,48, HS-grad,9, Never-married, Not-in-family, Female,0.0,40
7109,34, HS-grad,9, Married-civ-spouse, Husband, Female,,40
7111,33, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
7112,36, Bachelors,13, Married-civ-spouse, Wife,,0.0,60
7113,23, HS-grad,9, Never-married, Not-in-family, Male,,55
